":START_ID",":END_ID"
"3efd67ba-d917-459f-868d-fa391c455431","105e40bb-b3a3-437d-9c78-99768afae7fa"
"6cd53aad-3667-4a69-a8ab-32dd4e2be423","105e40bb-b3a3-437d-9c78-99768afae7fa"
"6c1b9f5e-de65-43e1-8b86-1a7052aa0e78","105e40bb-b3a3-437d-9c78-99768afae7fa"
"872097c4-2cb1-4fa3-bd15-815c47466b40","105e40bb-b3a3-437d-9c78-99768afae7fa"
"147fed1c-469e-4238-a4c9-43217f6cec33","105e40bb-b3a3-437d-9c78-99768afae7fa"
"d470f738-b538-4e67-b218-19763926d309","cf1028d6-94f3-4088-9992-6323c80ae276"
"68d781d5-d076-4ab1-bf6a-16c2cc7c47f5","cf1028d6-94f3-4088-9992-6323c80ae276"
"e2659fcd-87af-462e-b097-593a9c740b94","cf1028d6-94f3-4088-9992-6323c80ae276"
"d440ca67-5dcd-4899-a488-0483a4b5726f","cf1028d6-94f3-4088-9992-6323c80ae276"
"f8fe1f61-4532-4f12-9539-f09503e9fdef","cf1028d6-94f3-4088-9992-6323c80ae276"
"1d836105-102e-4eda-a125-e97691230fca","4a6576ad-a94c-48de-860c-b22fd74c00bb"
"8faf79bd-7172-4692-8cfd-423cb84e348b","4a6576ad-a94c-48de-860c-b22fd74c00bb"
"3b4f6bec-4bd2-4976-84c8-8ab9cf14bf4d","4a6576ad-a94c-48de-860c-b22fd74c00bb"
"72a8d26e-5289-40b2-a985-d0198696d0d7","4a6576ad-a94c-48de-860c-b22fd74c00bb"
"bca63404-e486-480e-ab45-0b12aa530f8b","4a6576ad-a94c-48de-860c-b22fd74c00bb"
